# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090801_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090801/c90e9b513962c92b385b494a100b2e527988ff00.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.562974
20090801/c91845cdd1bb882675c74d284688f89ca8f55439.Agent rejected 20090801/c91845cdd1bb882675c74d284688f89ca8f55439.Agent 0.000278606
20090801/c96858be00221a0f120748443c8b2ec14028a92e.Agent rejected 20090801/c96858be00221a0f120748443c8b2ec14028a92e.Agent 0.00031908
20090801/c9739be5ce08518466ffba242e2a124af45fe2ee.NothingFound rejected 20090801/c9739be5ce08518466ffba242e2a124af45fe2ee.NothingFound 0
20090801/c97f77e468501dcf4f5f1dc87c9ee0bf70293d0d.VB C001-0129 20090801/412b3e9773c8fba4e607d0ca355e4032f8359c57.VB 0.21909
20090801/c97f9a1172774510e5fa41ccf825e92a91051731.Agent C001-0752 20090801/24517b5d590c3174686b6af0d969e90da641c897.NothingFound 0.385175
20090801/c9850b890e8f5f78128cac682f10d68bff2f45f5.NewRest rejected 20090801/c9850b890e8f5f78128cac682f10d68bff2f45f5.NewRest 0
20090801/c98b79fd4d788d5d2dc6fe88592e14f67e9dc526.Basun C001-0668 20090801/b4c791cf5cb04e2ede5060cc5c0755b71b4a7f20.Basun 0.637788
20090801/c9a5b19c3dfc3898a30e8f6eb81d75d7cc6791fd.NothingFound C001-0003 20090801/9e46bece498ed72ec2cf26fc8aad816c2e048c94.NothingFound 0.612084
20090801/c9b7157080137cf0e7fb3879110505b081f4c43d.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.302199
20090801/c9c1dac83df7823913808414f6b574796aabfd73.TDSS rejected 20090801/9c226613c5a7897d5922f016917e9b91fa2ff39d.NothingFound 0.569894
20090801/c9c8544196c6be42dc99fee0cc87390d9cabecb4.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.550429
20090801/c9d7948a262ccc7b4216bd1444a108f1062aab40.GrayBird rejected 20090801/c9d7948a262ccc7b4216bd1444a108f1062aab40.GrayBird 0.000250284
20090801/c9da7dd3493f81ac9a3b3a45a12cc7fdc254105f.Bacteraloh rejected 20090801/c9da7dd3493f81ac9a3b3a45a12cc7fdc254105f.Bacteraloh 0
20090801/c9dafa7a1391ccdf0d1a02329402d0d704b5ad44.Fujack rejected 20090801/c9dafa7a1391ccdf0d1a02329402d0d704b5ad44.Fujack 0.000115709
20090801/c9fdc18bc9270bc37d8413fdbe09662da91402ca.Refroso C001-0002 20090801/009b59ea3f1f2023f41ce6c7e9c376e57008fc01.Zbot 0.00021885
20090801/ca020888fc79038b73ce72e55e1c65be9d9b8913.Zbot rejected 20090801/ca020888fc79038b73ce72e55e1c65be9d9b8913.Zbot 0.000313672
20090801/ca05bac5e61c048245b8cda9503932af791b3db0.Agent rejected 20090801/ca05bac5e61c048245b8cda9503932af791b3db0.Agent 0
20090801/ca06b4208853164e2f205e0e79a5a4328efb75ac.Agent C001-0662 20090801/ca06b4208853164e2f205e0e79a5a4328efb75ac.Agent 0.00037635
20090801/ca2760d1d2f12cba37c607d3a1df6b980c06d6ff.NothingFound C001-0639 20090801/35d5b50b7d4a13fd1738215d25735ab4a2eb1815.NothingFound 0.522452
20090801/ca2c50fba533fe1ffbee5af829a3a5f9bfb5ef3c.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.513527
20090801/ca3e14d4faa26c8606635e9663c11785979fcc0a.Basun C001-0668 20090801/b4c791cf5cb04e2ede5060cc5c0755b71b4a7f20.Basun 0.595623
20090801/ca73a507184e230d004963c5a91576fd881a682f.AutoRun rejected 20090801/ca73a507184e230d004963c5a91576fd881a682f.AutoRun 0.000112314
20090801/cab480eda16667241979b16d35e3e4b011c5da4f.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.558858
20090801/cac3389013f0fdcae92c6001dd998f220e76bd89.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.587537
20090801/cacf6a4dfacd5340cf4ab0d2a5cd15ab326b8641.NothingFound rejected 20090801/cacf6a4dfacd5340cf4ab0d2a5cd15ab326b8641.NothingFound 0.000429802
20090801/cad370d2138f7a1808d4ae301341bb02632f1fdd.NothingFound C001-0639 20090801/35d5b50b7d4a13fd1738215d25735ab4a2eb1815.NothingFound 0.533817
20090801/cafe937bf283bc3c56df1b810855e46b34936c52.NothingFound C001-0639 20090801/ae14a9878f671dd9810f78dd80adbb733cd48782.NothingFound 0.582352
20090801/cb03c59bb4bc901f2212f9c8f5fc5d7fe19cbe71.NothingFound C001-0639 20090801/cb03c59bb4bc901f2212f9c8f5fc5d7fe19cbe71.NothingFound 0.000271391
20090801/cb06cb175ba0d6d9fcd4866b9ffb2bc680ef17b3.NothingFound C001-0639 20090801/35d5b50b7d4a13fd1738215d25735ab4a2eb1815.NothingFound 0.552392
20090801/cb2968ae1a17ec73f44ff01c24fc54b92930812d.Agent rejected 20090801/cb2968ae1a17ec73f44ff01c24fc54b92930812d.Agent 0.000119016
20090801/cb2f183be150e5844f4b68cf9a70fb566cdf0528.NothingFound C001-0552 20090801/aff6e99b156fd31e49e0f13cd127e20eb0af35be.NothingFound 0.617213
20090801/cb407e302956763fa2c04636c1634758051b049c.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.302199
20090801/cb8076149c5c7dc237b5e0739cfcf20bd7d444b8.PWDump C001-0491 20090801/cb8076149c5c7dc237b5e0739cfcf20bd7d444b8.PWDump 0.000273731
20090801/cb9571b7ac1add13c9e9fb6df2584140a431375f.Poison C001-0711 20090801/cb9571b7ac1add13c9e9fb6df2584140a431375f.Poison 0
20090801/cb9652f1d89f635c7ea45bb7c8e55b274b668918.Magania C001-0429 20090801/df8bdfd1bace178c89f22c332b88101a49d2dbcf.Magania 0.554198
20090801/cb9bde2383521f1bd52cde9e2ccea78a2b8d5308.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/cbcd3e09862287b4f168928b35e0f46e65299cdb.NothingFound C001-0752 20090801/24517b5d590c3174686b6af0d969e90da641c897.NothingFound 0.385175
20090801/cbd0a6e165b75865b742f580719a305651e8abfc.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.553183
20090801/cbdd0722579face13c6f2395de1b07e2c5496686.Sality rejected 20090801/cbdd0722579face13c6f2395de1b07e2c5496686.Sality 0
20090801/cbeb374d877716b392591e79075d18b1fb9cf67d.Cinmus rejected 20090801/cbeb374d877716b392591e79075d18b1fb9cf67d.Cinmus 0
20090801/cbf5d768f7c2790ded99e52a02f714231b66c9a8.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.534498
20090801/cc09d3f6ec83c48b1850ddf2e57bcde1599febd1.Binder rejected 20090801/cc09d3f6ec83c48b1850ddf2e57bcde1599febd1.Binder 0.000145026
20090801/cc15457456b2dbce86ef553dac7630e7281c9c54.Poison C001-0507 20090801/6c4c07634142dee6eb7bcbe317218dbad7a5f906.Injecter 0.488457
20090801/cc1ce386f321fb7631f9482a0e940b6a5b687530.Swizzor C001-0099 20090801/810175e29d825d990f509e9457e230b3b2197276.Swizzor 0.464679
20090801/cc58cbe3e2173797633d629b73a1a12bee688c24.Swizzor C001-0099 20090801/7013171bdd9e29a25318f5e7dac05776077c6a11.Swizzor 0.549965
20090801/cc6b969dbca9a2fc7c8d1edaf4f4c4ee3d6f0bf5.Swizzor C001-0589 20090801/187bf36705ab57e4c3270bd2ac6166a197994acc.Swizzor 0.351467
20090801/cc6f90ea5671bdba8977b6979dad907c2277ced7.Agent rejected 20090801/cc6f90ea5671bdba8977b6979dad907c2277ced7.Agent 0.000285702
20090801/cc84e5388953cb7691b60aa5e28633ddc928973b.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.548966
20090801/ccbea8dd32df3d2a0c5f2dd2660ff498fe5a9f1c.VB C001-0152 20090801/7b327a3214e3e7207388bbb34915ba51263a969b.VB 0.342599
20090801/ccc8616a6737eb04de5bda0de94c36c1d143b388.AutoRun C001-0129 20090801/412b3e9773c8fba4e607d0ca355e4032f8359c57.VB 0.351037
20090801/ccf05ca5aa99d40ffecd20b8173cc3e45cfaaf72.FraudPack C001-0520 20090801/600b2cc73e485916f7ea2ff15a5e0de7272b6432.Krap 0.594614
20090801/ccf293d1277d19850bf2971e362a9b398ba63696.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.508701
20090801/ccf9d43f41f6e438cce914834930adc32ccae646.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.512159
20090801/cd15d7118940fb01cafffe610fbd0a6c864a39e5.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.504021
20090801/cd20a391aa2052b7ed16371c35b44876128627dd.Agent rejected 20090801/cd20a391aa2052b7ed16371c35b44876128627dd.Agent 0.000343876
20090801/cd2c76a1008a35e260b6536d19b29c494b47367b.Klone C001-0808 20090801/2410416cbf6621347d3168bd6cb464271f68aa3d.SdBot 0.579843
20090801/cd30d3ed56a4ee9c0cac3090407558f7cc8e1a0e.Agent rejected 20090801/cd30d3ed56a4ee9c0cac3090407558f7cc8e1a0e.Agent 0
20090801/cd5cb8a114548ca4e8ff65c20850468d86700602.Refroso C001-0002 20090801/009b59ea3f1f2023f41ce6c7e9c376e57008fc01.Zbot 0.00021885
20090801/cd752dc2d8ba2385bd3254d22aa3e5043a897496.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.578135
20090801/cd7c60cc71b82725240e5f826bb2b0d2b23444a3.NothingFound rejected 20090801/538ce5e457e141a7fdc0a547ea43afdfbe71dcf4.NothingFound 5.60648e-05
20090801/cdae5956dbd89ccb2bf099b2308874fae9ec4dd1.Magania C001-0761 20090801/a48eedd487d8d3c01288a1668ad43900d5ef02ec.Virut 0.607661
20090801/cdb85c4876f3d32b61ba0149692fb58359e8368e.Virut rejected 20090801/cdb85c4876f3d32b61ba0149692fb58359e8368e.Virut 0.000261643
20090801/cdd6ae50ce1ce972bf2e35e5a365e907b9a530cc.Black rejected 20090801/cdd6ae50ce1ce972bf2e35e5a365e907b9a530cc.Black 0
20090801/cde71f0002b3bfe12996d11f9b037b2e81983b46.VB C001-0003 20090801/cde71f0002b3bfe12996d11f9b037b2e81983b46.VB 0
20090801/ce023f7f2f80f58cc73e4c9221497e27e9b245b9.SdBot rejected 20090801/ce023f7f2f80f58cc73e4c9221497e27e9b245b9.SdBot 0
20090801/ce10ac69f82d6b7b54e848b259070e5936e3289c.VB rejected 20090801/3a05fc70635b45a84f0ff882af933a5074343319.VB 0.447782
20090801/ce1130602c018b9af7677d9aa0efab30731767b3.NothingFound C001-0003 20090801/9e46bece498ed72ec2cf26fc8aad816c2e048c94.NothingFound 0.612084
20090801/ce3ad04e57bc94821f04eeeb35350e72e12c1787.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.522943
20090801/ce3fec0db87cd05744f48ac665e612eadf9b87b2.Pakes rejected 20090801/5d5251f7697f5a06c891fca97d8c7b988b8731d9.Pakes 0.642106
20090801/ce4952420f5f20ab88d4ab61a1d72f5734794cde.NothingFound C001-0639 20090801/ae14a9878f671dd9810f78dd80adbb733cd48782.NothingFound 0.508747
20090801/ce4c90b86aed3d2471452a761bea6f70b7e52c25.TDSS C001-0740 20090801/ce4c90b86aed3d2471452a761bea6f70b7e52c25.TDSS 0.000244139
20090801/ce6a16fe1fef09bc1a5a0ff00732d907af17118e.Adload rejected 20090801/83afb0cf3e01ddb1b519e1042d93fdea6375a715.Adload 0.288106
20090801/ce739acf510df3802f4cca7b16486b02591971a4.TDSS C001-0740 20090801/fd4721c24e498a89c31ab12cf24e73581e1f5b78.TDSS 0.517439
20090801/ce7615b092078c94e6bfd15fe0b1035c0353a942.NothingFound C001-0507 20090801/6c4c07634142dee6eb7bcbe317218dbad7a5f906.Injecter 0.488457
20090801/cec5c7a8bd8ef4ea0d129c5a602a177b6c94319e.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.579682
20090801/cec9b873657cf487f9e4c09b5a9f5ebe277288b3.Klone rejected 20090801/cec9b873657cf487f9e4c09b5a9f5ebe277288b3.Klone 0
20090801/cedc7c0b2381baeb10683b17e7deafbc5d2d142c.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.517345
20090801/cee2632bbb2ecad6ad62540ab6410fc85e58dc4e.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.550429
20090801/cf02bfcc43a60e285bf4364ba47b830ed1c38d54.Genome rejected 20090801/6e362b6f02f6d6be426f441ac028dfa4ca91a214.Genome 0.339888
20090801/cf05632a366d50b7b152b9cc5e352cddf6c08524.VBChuchelo rejected 20090801/cf05632a366d50b7b152b9cc5e352cddf6c08524.VBChuchelo 0
20090801/cf25b31a8e23f3694b5d5ac197760d87333dc6e5.Agent2 C001-0752 20090801/24517b5d590c3174686b6af0d969e90da641c897.NothingFound 0.385175
20090801/cf30ddd617de5a147c538cdf9216bee43ba8558b.Virut rejected 20090801/cf30ddd617de5a147c538cdf9216bee43ba8558b.Virut 0
20090801/cf48fcceb087933c5337f76ba25fdbcb75eae35e.NothingFound C001-0639 20090801/9fd180b14783e96d5ead1292d430d770b9768e58.NothingFound 0.503352
20090801/cf7225e7d3944e7403a4f21fc09759ffa0da5717.Basun C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.592494
20090801/cf77196d17964eeee9676d2adc75b2f3b9882fbc.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.544681
20090801/cf7ed7e95bf6eb5c1dee339be4a7f7e6dda4aaea.Xorer rejected 20090801/cf7ed7e95bf6eb5c1dee339be4a7f7e6dda4aaea.Xorer 0.000126402
20090801/cf877abf387641f3f61474352d0588232e6ac239.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.554677
20090801/cf95bbfd525d0f675d2e013e10cb116f935c5820.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/cfa05c149445861eeaf4f9e6f29986401a22d9de.NothingFound rejected 20090801/cfa05c149445861eeaf4f9e6f29986401a22d9de.NothingFound 0
20090801/cfc3c8a9f6aec6617a8a2f8f342aee442f3a9194.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/cfceeea896da8c14eb2fc96791ee98b3e843db03.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/cfe5c1ad43f857d4c40320454a6b9b72e2004ac4.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.316949
20090801/cfe809cc4a537eb9c86900c7d85ff4edc864e31e.NothingFound rejected 20090801/cfe809cc4a537eb9c86900c7d85ff4edc864e31e.NothingFound 0
20090801/cffe9ae129d8222f0fde1a94319283b56529e0b7.Magania rejected 20090801/cffe9ae129d8222f0fde1a94319283b56529e0b7.Magania 0.00012915
20090801/d000e4282dd6643ab23bd34fbb34480afed5ca70.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.554677
20090801/d0193895b1259ab5eb5cce19874d899d55997a8c.VB rejected 20090801/d0193895b1259ab5eb5cce19874d899d55997a8c.VB 0.0004044
20090801/d0500e78e31d443f6322910b85e52b4f03bb2346.NothingFound rejected 20090801/d0500e78e31d443f6322910b85e52b4f03bb2346.NothingFound 0.000267942
20090801/d05c0caadada8e2ed8c4163793623b07092c0bbd.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.331042
20090801/d07ace0459f18d60ffa679087e03c9ceec75e3ed.Basun C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.607374
20090801/d07ef648f84f556f704ab0717c6031c861f7b445.Krap C001-0520 20090801/600b2cc73e485916f7ea2ff15a5e0de7272b6432.Krap 0.598865
20090801/d0834531934d6aed8f8b14bd1b56596521186414.Swizzor C001-0589 20090801/187bf36705ab57e4c3270bd2ac6166a197994acc.Swizzor 0.187867
20090801/d0866e26f627a6e427da47f6803ead4dc6d6ef31.NothingFound rejected 20090801/d0866e26f627a6e427da47f6803ead4dc6d6ef31.NothingFound 0
20090801/d0a7d5d204c8ac6a8861f09dd63eed1d5c77cb0d.Swizzor C001-0030 20090801/d0a7d5d204c8ac6a8861f09dd63eed1d5c77cb0d.Swizzor 0.000119016
20090801/d0ae0e10052a98fa3ed62bbf10cdfccc780912fe.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.548966
20090801/d0b1ee4444e60bc3bd817010c95cd978e5fa2b00.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/d0bbb9a5b082bc7677f8da509b6bd513c418b907.NothingFound C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.520926
20090801/d0c6153ee5e160944238b426d5185b141d4aabf1.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.56035
20090801/d0e90fffcc75924f63022531a694f788281d037a.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.568578
20090801/d0e9fdbad42aa87b6e407863a261498fc56e3704.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.525488
20090801/d118ae9d349cb23dac230588c226f43bef5f2a87.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/d1384f3f9454cafe817a905f707737dec51a501d.Bifrose rejected 20090801/32448b162663394954a3de5974027a324465c446.Midgare 0
20090801/d13c7c3c57e5cab8ddc43bbf91d32e9534172145.NothingFound rejected 20090801/d13c7c3c57e5cab8ddc43bbf91d32e9534172145.NothingFound 0
20090801/d144eafc35d8c7d504cf98f4102373dae627e221.Swizzor C001-0246 20090801/b9a1414258ff02b5ce190e49fe7a53113236b5a9.Swizzor 0.358569
20090801/d15d062f39c62b025eef5be8d8bb28ef67ca0550.NothingFound rejected 20090801/d15d062f39c62b025eef5be8d8bb28ef67ca0550.NothingFound 0
20090801/d15f7c487c251408a3516c24d012ce6c889a0d6c.Swizzor C001-0030 20090801/d0a7d5d204c8ac6a8861f09dd63eed1d5c77cb0d.Swizzor 0.209575
20090801/d15fb89609abd636115de42a3e4fb33d7c8d1f51.NothingFound C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.586046
20090801/d17246809fa22bf2aef50aabba64e0e99f6272ec.Basun C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.576927
20090801/d18be8b82df53f52e4c4a88192f94ee444ddd4e9.Agent rejected 20090801/d18be8b82df53f52e4c4a88192f94ee444ddd4e9.Agent 0.000342022
20090801/d1af85939ede40826dfcc9b4241689a3491b6aec.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/d1b19690aef2d625e9280b9ea9aa60f87a3a3e72.NothingFound C001-0491 20090801/29bd491055a0f5930889f06caf2febeea535955e.NothingFound 0.510754
20090801/d1c06c66edbb1e9e0efbc3851365e168cff0764d.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.484734
20090801/d1d6f43fdcb41dcfd2569dbf0d4beaf32bdfa18a.AutoRun C001-0129 20090801/03256f54b5b26a28fbcee8c5a007d338acc53a06.AutoRun 0.229416
20090801/d1e159aaa266926b08222b63b7cb669e2236f954.VB C001-0152 20090801/7b327a3214e3e7207388bbb34915ba51263a969b.VB 0.391788
20090801/d1e47c31236406c31c00e477b4d8f9053aae7bd1.Bagle rejected 20090801/d1e47c31236406c31c00e477b4d8f9053aae7bd1.Bagle 0
20090801/d1e4f8493c491f81a41c80925466fd8aa61b0f18.Banload rejected 20090801/d1e4f8493c491f81a41c80925466fd8aa61b0f18.Banload 0
20090801/d1eabcf2f76cd0d54ae0320a383a3732d7d6048e.Refroso rejected 20090801/90a957023b94d0fe6755f94774df05649457804c.Bifrose 0.000369852
20090801/d23365f38918394a98ef0d8243d11b9dd6ca9c03.Koobface rejected 20090801/d23365f38918394a98ef0d8243d11b9dd6ca9c03.Koobface 0
20090801/d234a82df2d597781f469d0e9053c9a9512f5986.Basun C001-0668 20090801/b4c791cf5cb04e2ede5060cc5c0755b71b4a7f20.Basun 0.637332
20090801/d236132e059b9f1397cf8cea53fbb92f36738996.Lipler C001-0166 20090801/c302844d0f6aab9698c322f759d264a9be03196e.Lipler 0.521157
20090801/d240c0084c089fbb0e5d4d9e68fd4cf320b3b500.Basun C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.627977
20090801/d241689797855b92e95545b6020b8aaff150bf2e.Swizzor C001-0099 20090801/af2e5998dd937bbe103dfad3e7cd63e23142dec3.Swizzor 0.461248
20090801/d2500f8e01385bd4957721dc11b7eb1bfc591a8a.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.508816
20090801/d261c7c626c00ddfd5685b28cf3b4eef9bd97c17.NothingFound C001-0552 20090801/69c45446b49b7c634f1e337f7a99ee1bd5d3c364.NothingFound 0.625543
20090801/d26ff31151cfec193bd18ea5d34bd7469a49bea1.Basun C001-0476 20090801/acf6de1bec01f5a47b365ec8d08ed896eb576788.Basun 0.58727
20090801/d27c6063934e661ba0a1f8322e756906e8f3f6ff.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.538892
20090801/d27dcf3c93a74d0579dc3f511744c03ec49b931d.Kolab C001-0003 20090801/e3f30f69bc23df54078f3a844a549b8935a4b67e.VB 0.449593
20090801/d294a0014526e435b732911c4ced9a2193bbee04.NothingFound rejected 20090801/d294a0014526e435b732911c4ced9a2193bbee04.NothingFound 0.000250619
20090801/d295671ea8da43db0d756f28f3e163474a12eab7.Swizzor C001-0099 20090801/7013171bdd9e29a25318f5e7dac05776077c6a11.Swizzor 0.494682
20090801/d29ee7e9d27c237fee6a141eaa4c45e92e628f13.Swizzor C001-0099 20090801/0749ff65cca6867f2c1b51616574cc17be9c528f.Swizzor 0.385367
20090801/d2a0a5c3eb1e53332947bd237006832e49ba3f34.BHO C001-0789 20090801/5c38fa04d591002b36ef8693060e939deccc487b.Perflogger 0.591679
20090801/d2a27c4fe50970ee2f6b6ea9927404d5781f3367.NothingFound rejected 20090801/d2a27c4fe50970ee2f6b6ea9927404d5781f3367.NothingFound 0
20090801/d2ac64f37dab334a6422902e1a1c12a2886d9ce9.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.507588
20090801/d2b27831af5a66d3b622ed2f20a6aa063199306b.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.528626
20090801/d2c7b0a4e94cbdaee46cb6ef466eaee9f20025b1.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.497681
20090801/d2f3cb12e568addda4772f929dc81cb8c2e9eecb.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.316949
20090801/d2fd7777f4da09839290f085207f9a8f3dd6e65c.Swizzor C001-0246 20090801/b9a1414258ff02b5ce190e49fe7a53113236b5a9.Swizzor 0.430946
20090801/d304080b2494b44515012fc822792926b7bb19b8.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.536986
20090801/d310e989eed9c14cf40b7579ee419613bd269704.VB C001-0003 20090801/00d5615d19c851934dc481c607b6a74a6e9e536e.VB 0
20090801/d318e37bb75ca44e25604ad1ec56c55ad5010178.NothingFound rejected 20090801/d318e37bb75ca44e25604ad1ec56c55ad5010178.NothingFound 0
20090801/d3399d91c9f48ce5fd438085e9567f75f062f878.Kolab C001-0003 20090801/e3f30f69bc23df54078f3a844a549b8935a4b67e.VB 0.449593
20090801/d33c5bc3811c9bdce857674a9839426ac7c89b4e.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.554677
20090801/d354fcdd944b2e2db053d968b434653943150e54.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.540326
20090801/d38546e12e65703d52a80ddaf36ecf93ffb0ba03.Tdss C001-0740 20090801/13e1ebd3053b60e48533fc77978585fb573d7e29.Tdss 0.494924
20090801/d38b2fb775bf075c777b8a9e4a94dcba73585b95.Basun C001-0473 20090801/981cb8b7bfc5daa549c265e0c885428712681033.Basun 0.316949
20090801/d396690bfac4da346c8034133326324a91dedbdd.NothingFound C001-0639 20090801/ae14a9878f671dd9810f78dd80adbb733cd48782.NothingFound 0.542776
20090801/d3990aee8d2809d1c555e6938bb356b0c24058f8.Swizzor C001-0099 20090801/7013171bdd9e29a25318f5e7dac05776077c6a11.Swizzor 0.520756
20090801/d3cb2b076a885747248831a5dbb34a4b4d2aeaf0.NothingFound C001-0491 20090801/2376f6cd9694b16866633260922264ab537c6e31.NothingFound 0.565685
20090801/d3df7f7bf2e54c9394e8d541fec3880795cb5b72.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.547281
20090801/d3e111505260023e48e3fe5882d86141865d5484.NothingFound C001-0639 20090801/9aa31d477a0c394ae3e142b3956e8ca3ed11e80f.NothingFound 0.548966
20090801/d3e8a6dc95ae154248bf4888f6f8eb04e8c5d985.Webmoner rejected 20090801/d3e8a6dc95ae154248bf4888f6f8eb04e8c5d985.Webmoner 5.60648e-05
20090801/d3ebc7955acd6d920262c060da56e5f57377144c.NothingFound C001-0639 20090801/ae14a9878f671dd9810f78dd80adbb733cd48782.NothingFound 0.519267
20090801/d3eda9e9b2c32b2ca3eb2c745f660266f384140b.Agent rejected 20090801/d3eda9e9b2c32b2ca3eb2c745f660266f384140b.Agent 0.000469233
20090801/d3f34269b802baaaceefd3b5669e8a83a62f3e6a.Udr C001-0123 20090801/073062624c85a31dec3799c98b518f9c779cbd46.Udr 0.458831
20090801/d401a32afe79b1495815938355b71de91e993fb6.NothingFound C001-0552 20090801/aff6e99b156fd31e49e0f13cd127e20eb0af35be.NothingFound 0.534522
20090801/d4109ec4c32e0ebe63b251b35f89a60852bf749a.Zbot C001-0615 20090801/3db6d7683814c2d64abe3ef46487e2b7ead83b4b.Zbot 0.621377
20090801/d42b66a1728cb46b204a6bf2e53d79d2c46ef238.Swizzor C001-0734 20090801/2cc743446e34861d36d18b279b5d662a7961731c.Swizzor 0.493953
20090801/d4377943c0b04b0728a9a90780a69aeaa918cc31.NothingFound C001-0639 20090801/c743e0bb40ebe97049c69d9fb108376c0e2667df.NothingFound 0.59711
