# MALHEUR (0.4.6) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009 Konrad Rieck (rieck@cs.tu-berlin.de)
# Berlin Institute of Technology (TU Berlin).
# ---
# Incremental analysis for 20090802_mist.tar.gz
# ---
# <report> <cluster> <prototype> <distance>
20090801/00fa504f0bd45969fd29d4c740c801c027698415.NothingFound C001-0805 20090801/1b405399dd51b36bb86a7ee184d4e8c7fc0a018e.FlyStudio 0.648464
20090802/f2e596a8a1052db48cd5e8414f1f1120af79d315.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/f2e732f2d75ad2165a0bd44f10db30642bde1551.TDSS rejected 20090802/f2e732f2d75ad2165a0bd44f10db30642bde1551.TDSS 0
20090802/f2e7b7b90c0227cad2cb4330a1236b897c94bccb.NothingFound C002-1163 20090802/90e66fd1351bbfec4f4fbd73d0c35bf772598d17.Chifrax 0.535533
20090802/f2eae72ad2b9031f8660d14469c4b548200bc880.FraudPack rejected 20090802/b7a50caca09d58db4eda3d0822007294e54f2140.Agent2 0.260371
20090802/f2eb78f56623b4eda0d75d934cbef979bdf58cd9.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.37265
20090802/f2ff0cd3668638aa12ab39de8aa180725c3f7577.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0998394
20090802/f30d2271c56ef570173ccbeceac84dd608f883bf.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.097003
20090802/f31496ea9aa36804397160dcc442890ec3a7df95.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.389298
20090802/f31803aaec237a2e9be1042c537b7c5879f00bd4.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.193629
20090802/f32c6b45dff53a8cfdb2efe88d2c72b82864e90b.Krap C002-0809 20090802/c98669fc7087f8514fd738f92a3b0ccf74f2c6c1.Krap 0.643059
20090802/f33a46b99de0e994b5c6e96beca78c1c86fe3eb5.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.51698
20090802/f34cce44dcc2c236cf8ca38d47b34b1ca97550db.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.399002
20090802/f370239f4a0d3e90da8853d6f24c7ee8127f987f.NothingFound rejected 20090802/f370239f4a0d3e90da8853d6f24c7ee8127f987f.NothingFound 0.00031908
20090802/f37885301912762506a8d56a2a99c248e9c2748a.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.515849
20090802/f378bf0281a01843236a4c46382a721f14cee994.Agent rejected 20090802/974469082dfa74621ba8aa741f30029aee29d4b4.Texel 0.586381
20090802/f379578dee3dfeb7ba12ae7230f81125e2f1ec35.VB rejected 20090802/f379578dee3dfeb7ba12ae7230f81125e2f1ec35.VB 0
20090802/f39f2cde34153d8b5d38d76a1a4b1ee70be165ce.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.504013
20090802/f39f4653fab0a717e703ce33b0fa736cfc637dc1.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.37561
20090802/f3a1ff080ad3b999ccc337355975089eb82f12ce.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.519658
20090802/f3ae24007578b2256a31a1ddaba2e22f7bcf8d02.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.388519
20090802/f3d2175d418b9ca46fdbd6da732456f28406182d.NothingFound rejected 20090802/f3d2175d418b9ca46fdbd6da732456f28406182d.NothingFound 0
20090802/f3eed048a7b4ff6e9f31c62129f5e19e3eacabbe.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.377258
20090802/f3ef7ad6e39ae6da8026edfa41eea8ca518a9460.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.224905
20090802/f4058fbd3a73854bb98281ddf4b6e579f8f062c6.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.54833
20090802/f40d73c4f9093800c3aeddfcb4d1ea6703c95992.NothingFound C002-1164 20090802/f40d73c4f9093800c3aeddfcb4d1ea6703c95992.NothingFound 0.000398315
20090802/f426fb09642f51a1ac021b3680fa1f73f8807bb6.FraudPack C002-1139 20090802/47871e710a6932d1ef471a1f24cbc62a0d46508f.FraudPack 0.19684
20090802/f42d246be047edc5bf04d2ad24d52806ec05d6d8.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.503745
20090802/f434eed6ba1264b353827db7b131890b707bdffe.Virut C002-1134 20090802/c957b031c5f3d86155346b1f1ad7d1287c775c74.Virut 0.389534
20090802/f43edee2bbc8eb58f3c2642eb8ebf6531f5768b4.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.372056
20090802/f445c1a052f19c267ee5208e22b7ef5941cd8d7d.VB C002-1011 20090802/7e60bdf4b9f5e2dd2cfd222c96cbfceeb093a9f8.IRCBot 0.371391
20090802/f45ab4377bf23650c058f4aee8736455c8eb7759.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.20563
20090802/f473dc3091d5feade23c65e83adb9a61f7e83320.AutoRun C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.114186
20090802/f47412941166267e68832df97c4cf9f7fa7145f5.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.390215
20090802/f485e72508f352e7023eac076a439e6043c5ddc0.Palevo rejected 20090802/f485e72508f352e7023eac076a439e6043c5ddc0.Palevo 0.00021885
20090802/f4a08676e3d2f349d8e6e3a7fcb4e9d896a64eef.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.18724
20090802/f4a95c5dbbf54cb95479b0800e03ffb0b41443e4.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.536947
20090802/f4e6ff686eac2a3ae8d7574faaff3b8d35041635.NothingFound C002-1098 20090802/58f891d7659753402b4b23075c8f16b8f58b0d36.NothingFound 0.551165
20090802/f4f93657c0509afec57e380defe1b9ce8f095980.Sality rejected 20090802/f4f93657c0509afec57e380defe1b9ce8f095980.Sality 0
20090802/f51cc660a1bb74eaa7451fe256bb7844bb7f48ca.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.554657
20090802/f525ebf12db51f9eeaf09cd4add61e94b240e264.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.53891
20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania C002-1200 20090802/f526de9f72816d8f97859393c20356993abbe5df.Magania 0
20090802/f52aee23a2ec9e0a1d1fa3f79b7746314049b79a.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.548551
20090802/f52ecd33f0d5a1bf8ef7ffb66fb6ddd7c0200054.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.51051
20090802/f54cc04f287ac820e4c8c1287f1797a96954cd47.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.533182
20090802/f5698d75bbc3b9df6fae59d1050ac2faaf8d85ab.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.49401
20090802/f574e2b52fd172931d93ad702dbeab1cc6099350.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.519152
20090802/f58e6fabd7f3ced9a87199f9f975b19a26175d28.Otwycal rejected 20090802/f58e6fabd7f3ced9a87199f9f975b19a26175d28.Otwycal 0
20090802/f5af9da70d0cf36ee0932a70169817e1403018a6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0911097
20090802/f5baa871b4590bf08162676fc2cdf839dbc6c6b2.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106385
20090802/f5d361f69651b897dff2d15b998fd2fd6acff2fb.Swizzor C002-0988 20090802/f5d361f69651b897dff2d15b998fd2fd6acff2fb.Swizzor 0.000260307
20090802/f5d9684afce44255187d2fc8bdc6184f8e99091f.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.216514
20090802/f5ecfc2430d58a1997e66f0df409b71fadbea242.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106383
20090802/f602df271323ad03b27a9355fc29f486e7c9bfe9.Clons rejected 20090802/f602df271323ad03b27a9355fc29f486e7c9bfe9.Clons 0
20090802/f640054ee799c83751bc7bc52dc607d5b5939662.Virut rejected 20090802/f640054ee799c83751bc7bc52dc607d5b5939662.Virut 0
20090802/f650319cfb73344438029bfbd9368a30dcb69dc4.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.22821
20090802/f65d89463eca80c0e510850b922e73d5da086b9b.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.52712
20090802/f661a3ae5101a05e2a64ff1af151be989cc15101.NothingFound rejected 20090802/299113893d9046626da0e76a9ddf58efd28ef81b.Virut 0.547723
20090802/f686a3e2256eb81d92e004cd66661db53e248575.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.109145
20090802/f68b1b141c1204adfdf4cfa782c7f2c2ea4a5362.Krap C002-0809 20090802/d892e4d1aad59750995e7834d304b35bd2513037.Krap 0.628887
20090802/f694a90f87c349893f7140a2a757cb85879f63e0.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.387332
20090802/f69d0372b215d140ed0a5a9ad8a39cf10f5a5ec6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0982339
20090802/f6a03048037c851377978ded5dad74a1aac2b282.NothingFound rejected 20090802/f6a03048037c851377978ded5dad74a1aac2b282.NothingFound 0.000256133
20090802/f6a283fec10c900c84ee4f6648865efb157f2276.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.118956
20090802/f6b0ddbedd49e297244cf1fad06fddd9e555a872.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.382227
20090802/f6b73703a2f8379f47d81aaa74ecf88262706cf0.Tdss C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.602988
20090802/f6c5704816d8bb15047a77e8982f1e54db01db6b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.0921938
20090802/f6d1c6b0393a8c90e42f17b7487da28fa8a781fa.Virut rejected 20090802/f83e7ac55aa699efa35f80798291b4a274fd099b.Virut 0.14022
20090802/f6f5649a1a7d0274964cfcc851f407f1f26d5c6b.Agent rejected 20090802/0ca2a1297a11832752ecb38b83363401d92dece9.Agent 0.265999
20090802/f6fd4e9d4013542d10c65edda487128e2f75027b.NothingFound rejected 20090802/f6fd4e9d4013542d10c65edda487128e2f75027b.NothingFound 0
20090802/f72ba80110245129e6d2ce585055027d9afed53a.Swizzor C002-0081 20090802/9cdd863f6e88b02bdbd8a0b106810227a4d7c1ea.Swizzor 0.397636
20090802/f72eb0cbade1fb8426ce6082133b7160211a6d0d.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.501299
20090802/f744de2315317da43ee743f957513de9e4fa66d3.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.509252
20090802/f74a3e99fe11baa5d2351b77777b765807452530.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.410635
20090802/f7764acea43ba2a9fe44f442c27df0b2a5837c3b.Swizzor C002-0803 20090802/dda444304ceb1818ba0e5c3a5f1caa6e18f9498e.Swizzor 0.572628
20090802/f786351bdcad2ac7d6cb891bf98e0073b38ff4e4.Vasor rejected 20090802/f786351bdcad2ac7d6cb891bf98e0073b38ff4e4.Vasor 1.90816e-05
20090802/f7a350872958b17d010f0d49f4845f75bc4b678a.Agent rejected 20090802/f7a350872958b17d010f0d49f4845f75bc4b678a.Agent 0.000360642
20090802/f7ba67cc724a5c150f86ef07692f24eed1fcbd44.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.348676
20090802/f7cd0f1fbc2479369e1dd41fae73002963273805.Agent2 C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.601271
20090802/f7d07c6cd2da46385fdd5351efeec27337a1b0cd.NothingFound C002-1008 20090802/c46e993a9f926fb02cdc33c151557f757e6d7651.NothingFound 0.367001
20090802/f7ede60328d4d560d03ea900cc34948adbf5697a.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.213667
20090802/f7f04b27ba3bfb4ead74161385954658b60ef663.Zbot C002-0972 20090802/620f30e2fa8c572f512c1dc09563a594e0449949.NothingFound 0.57735
20090802/f80b226c139d3d59d2756e0762308acf1fc69122.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.536488
20090802/f810e8b6031afd2a8a1fc0a9208dc53ab1ee03b3.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.519658
20090802/f83e7ac55aa699efa35f80798291b4a274fd099b.Virut rejected 20090802/f83e7ac55aa699efa35f80798291b4a274fd099b.Virut 0.000260307
20090802/f83ef6cdaaefd4b2f28687e27df742d99644b42e.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.199803
20090802/f83fe24687a99b89ca131b3903750819b1710888.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.274294
20090802/f84fb9fec055c73c1ccd98ed57309caa94390ce1.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.197699
20090802/f854757b3d172c523d3ab77ba6701d684dfb3fd9.Refroso rejected 20090802/b5f09b8cf2bdc31d62415971bc1d655b919dcd47.Agent 0.46838
20090802/f866c59381d5fa3326d52dc15e2847dc8bafb39e.VB C002-0942 20090802/4579c274c9235e7af9cf9e72511ebc919d3b469e.VB 0.322959
20090802/f86d911725afe152743a5385ad627683de8a33ee.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.519658
20090802/f87eec0323143f4b434824ea5ee70b86cd12aa93.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/f87faedcb770589eb0da83e6eb415b5dbadd5180.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.38795
20090802/f8b08608227deddd15bb448d8f53e2dbef3ad2f6.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.200963
20090802/f8b7b2fee1f45f86da331b59c06e27a0fe1356fc.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.199681
20090802/f8b8e3b94f007c8185c5b4a0bd17cb218840f5af.Agent rejected 20090802/199b012a16f256a481ee58a91789095b9089ce5c.IRCBot 0.594899
20090802/f8d4533246969eeb7e230263b23ecee91279cca7.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.181839
20090802/f8d9eee13ae9febc51d346edc2392fc9817b9583.PcClient C002-1184 20090802/f8d9eee13ae9febc51d346edc2392fc9817b9583.PcClient 0.000429802
20090802/f8ed30a9978bcb3d5ddb24a7cf2bd94b94a68ecd.Swizzor C002-0803 20090802/4b3623532f0329ffad5207718fa2bc2891fc3b38.Swizzor 0.552965
20090802/f9119dbe70e36aa3e5e548169f7d7d6689e88905.Genome rejected 20090802/f9119dbe70e36aa3e5e548169f7d7d6689e88905.Genome 0
20090802/f93030406e352aab24a48a4951fbd38025f3e838.NothingFound C002-1098 20090802/888ec731102baf9846d26b33146f0d179dcb28a6.NothingFound 0.557682
20090802/f93e6f0034f9b1308294c83e7b0b47e58d37500e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.517125
20090802/f94837474d2aadac0bc9ad666d53abfe882ca03f.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.212416
20090802/f94917ebfa6f8ced32b53975c710e3be1d2d4c30.BHO rejected 20090802/bebad6f6e6d934ef21053bb56150a442968bd340.BHO 0.447214
20090802/f9541811512a10e40c986e2672e95c0f05915038.Prorat C002-1180 20090802/f9541811512a10e40c986e2672e95c0f05915038.Prorat 0
20090802/f95afc0cf9e7d2ba86ec2490ba5314942da8ad8c.Poison C002-1148 20090802/c708f2781943ba3ca7a57235177ec05fe2539dc9.Poison 0.601266
20090802/f969a765879d6ce6a55582d481200641400eda6e.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.382623
20090802/f9b376e19965350f33abec1c19a8a85e3556c5c4.Buzus C002-1148 20090802/a6507471ad26057194a8c0a7b584ea450f937538.VB 0.548389
20090802/f9ca1b56ffb09479f45c4df519b97f4aa3a18bd1.Bifrose C002-1011 20090802/96f24676e094fb1d6f3394b9e6a71a0cf4805499.Refroso 0.559868
20090802/f9f0579441bb5d4ec2ee3046803c6fe4e0bf75b8.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.238678
20090802/f9fa9924c0c14f34cb37a17d36638830307520a1.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.084043
20090802/fa03e44f98ced3cac3205cd3366be6baad0b9ddc.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116256
20090802/fa276251a64c287b54e85b1d7abead335a4affef.VB rejected 20090802/fa276251a64c287b54e85b1d7abead335a4affef.VB 0.000121361
20090802/fa39e14480775795356c151378f2a2263c51d80f.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.104467
20090802/fa3b4b6757f323ca96675803530a0871bbc51b68.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.190832
20090802/fa45413d84dea9fdb6a351587238286c76fe765e.AutoRun rejected 20090802/fa45413d84dea9fdb6a351587238286c76fe765e.AutoRun 0
20090802/fa47fca88de9c496dd1483af7555c49fa741d011.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.549686
20090802/fa49e5c95cfeb1a440d1288e7e80db44106ebf7c.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.372118
20090802/fa5721627ed430f197971aaa6580840530425f67.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.514701
20090802/fa7c35f1eed3cbc215210e67e0b23e3d6bb6f852.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.186072
20090802/fa85d6b60e619890ad5f0e106b614d0762431d3b.VB C002-0294 20090802/371359a55c9994ebb26aae57b5c762a6f73181b0.VB 0.188177
20090802/fabaf5d9bae26001c3b78cbc5d5ec33ede59913e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.528514
20090802/fad2f6bd60f193cd05a5eca61e19acfc5ecdea69.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.381428
20090802/fae27622493787baa43d9c68ffe8783989a26a13.NothingFound rejected 20090802/fae27622493787baa43d9c68ffe8783989a26a13.NothingFound 0.000360642
20090802/faf42edec5bd94a5dccc05dd884ae7f46a6d2c29.Texel rejected 20090802/faf42edec5bd94a5dccc05dd884ae7f46a6d2c29.Texel 0.000360642
20090802/fb17bc7ee057f90d1034f49c2e4e227578a63c50.FraudLoad rejected 20090802/3ef666e16f913e52526b909877140cb703e05d27.FraudPack 0.625168
20090802/fb2d91287851dd9f107c40b05b0497c2aa2d4832.NothingFound C002-1066 20090802/fb2d91287851dd9f107c40b05b0497c2aa2d4832.NothingFound 0.000445099
20090802/fb35c1bc431168836b2a0ca2684b025d28c3afc8.NothingFound C002-0665 20090802/548e3ce99ede347728a642f4f949840a96e4d32c.NothingFound 0.456855
20090802/fb3d10af73ed03f001691d20608d30464b506a71.Agent rejected 20090802/fb3d10af73ed03f001691d20608d30464b506a71.Agent 0
20090802/fb43f68cf31c13771cc0bca64466e78a9be6a325.VB C002-0942 20090802/4579c274c9235e7af9cf9e72511ebc919d3b469e.VB 0.545408
20090802/fb48b2d8a8066a85e29c6bdcd62578c9eea0d869.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106389
20090802/fb4c2e3c44e8a46937a4cdccb7654717da85c979.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.529561
20090802/fb71aba18c6e35b1d33dd1e9a04adc1c8de38440.Tdss rejected 20090802/fb71aba18c6e35b1d33dd1e9a04adc1c8de38440.Tdss 0
20090802/fb71cd63f882da7dc17a268e83b94ce569a94fc3.FenomenGame C002-1258 20090802/fb71cd63f882da7dc17a268e83b94ce569a94fc3.FenomenGame 0
20090802/fb7ef25fb6e59f63eb3baa313ffafd7755e62fa6.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.531174
20090802/fb8dc098d40f9472b833ef4b98e1715b3e87a005.Swizzor C002-0803 20090802/dda444304ceb1818ba0e5c3a5f1caa6e18f9498e.Swizzor 0.500222
20090802/fba7e375ee56f21c49eda2e215f6dd5d0b665800.Agent rejected 20090802/fba7e375ee56f21c49eda2e215f6dd5d0b665800.Agent 0.00011297
20090802/fbb4ed689a41ccbf518ac5015ae0d232219aac49.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.107454
20090802/fbc51aeefd6e4d9398d527667d30b9f8138e115e.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.515417
20090802/fbc9de7200643ea6aa369294d5d97495b9f98a8e.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.511984
20090802/fbd350c9cea045524816243d3ebd9b80a4ca6093.NothingFound rejected 20090802/fbd350c9cea045524816243d3ebd9b80a4ca6093.NothingFound 0.000261643
20090802/fbdb1c0440bffe803a5c13961f3a6b9c3e283b88.Virut rejected 20090802/fbdb1c0440bffe803a5c13961f3a6b9c3e283b88.Virut 0.000254537
20090802/fbe48517e9472a2a58c20884aceabfb1d4f0f345.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.192279
20090802/fbfbc7aea31e9878d6c28fd717fe2513c2883dae.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.514429
20090802/fbfc1489295e3792523ee90e0fe61789cc65003c.Krap C002-1370 20090802/abde75d1ccc94f97201aa3e358287195dd77d05d.Krap 0.507365
20090802/fbfc1a052d47b89b9b2dd0b55f3989f638cbbeca.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.115558
20090802/fc014c2567bfecac0d746f6ef93370979f03edac.Swizzor C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.386029
20090802/fc1e8da5a844b1ad0e609577fa0b005741448325.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.195731
20090802/fc3051031c4775e37b860de6ad830de3d32b69c1.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.191234
20090802/fc3f5b550191d66f49d84bd7fa0ce28ec35cb96b.Swizzor C002-0751 20090802/e0cb25a88a5e0c748dfccfc8621cde8189e85d94.Swizzor 0.41051
20090802/fc544f6c792106510c4eb8a8dfed8b2c41fc0d96.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.515849
20090802/fc54cf7f6606ba79fb585410e60f6dcafd04628c.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.150493
20090802/fc69ddb393bf9aff86f7360e5178e6ccc9715948.Ardamax C002-1134 20090802/ecb8386a6ea9448d17f2c968a26181077cbc2455.NothingFound 0.591499
20090802/fca0a767bfe6b7fad6ff2b9d11a3a6ebf026ce88.Sality rejected 20090802/9b629a2db4bf67174cc74eec4d54e362ee69b82d.Sality 0.504412
20090802/fcb16d8b790d5b9352a56ef99c752c3f0dffbed8.Perflogger C002-1164 20090802/e5876457180dbdef5085d36fdafb8dc333179c7b.Perflogger 0.620199
20090802/fcb64b19c7a61e77b6f096e7a347f5a592b74396.Koobface rejected 20090802/313e5dc7a53998fea7dee8252d9919efaa67c6cb.Koobface 0.645475
20090802/fccd753af8be4ddd0fb03bf3165b1bb53bddb1ce.FenomenGame rejected 20090802/fccd753af8be4ddd0fb03bf3165b1bb53bddb1ce.FenomenGame 0
20090802/fcd5e0737cd8aa91e51f2748e61b8b59c856db69.Obfuscated C002-0081 20090802/37dd1b223d3751ac2de1df4e424535616501200b.Swizzor 0.381191
20090802/fcddab356b94adf655e0eec2f168c5553dc6e2b1.NothingFound C002-0546 20090802/cf0d6d1d5bbaf395e23dae6a31ad545c1c26f86a.NothingFound 0.547355
20090802/fce693d1d98b3116404e16104c5fa7a0f0f2ab6f.Allaple C002-0050 20090802/9ea659466ca7b06cc2904ce1098aa8e1052e0c6a.Allaple 0.513609
20090802/fcea78dce8926f71fa13ee13633786737e693f17.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.223041
20090802/fcf5664b99072468e068dabad8f842704d647cd6.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.116082
20090802/fd08cba7f801e33546419b183bb2db4eda2d25fd.Basun C002-0001 20090802/0010f78d3ffee61101068a0722e09a98959a5f2c.Basun 0.184619
20090802/fd1270184198e0f3cbab2d603c5060c4f55eeb7f.Swisyn C002-1148 20090802/fd1270184198e0f3cbab2d603c5060c4f55eeb7f.Swisyn 0
20090802/fd267f4de22bbe121c4d4bfd74992b529f79a69b.AutoIt C002-0186 20090802/9a8b2367fc7de8d9377c410e76f0a51f1a3c98b5.AutoIt 0.106011
20090802/fd35b62e7bd49fdf50bb2143bbaaf7121520ed65.NothingFound C002-0982 20090802/39a5ccd0661841a14d34670085f91d56d44681f8.NothingFound 0.527992
20090802/fd42571c0ff24c520115ed68fed5e0172b947127.Tibia rejected 20090802/fd42571c0ff24c520115ed68fed5e0172b947127.Tibia 0
